text,label
Britains FTSE outperforms Europe Royal Mail and Tesco rise,1
tony fernandes bags 4th pillar award for contribution towards asean growth usasean ties,1
UPDATE 5Barclays Chairman McFarlane axes CEO to speed up strategic change,0
Operating profit of Kauppalehti group rose to EUR mn from EUR mn and that of Marketplaces to EUR mn from EUR mn in third quarter of,1
world class global s 1q earnings tumble to s03m on forex loss,0
Operating profit totalled EUR mn up from EUR mn in representing of net sales,1
mk land shares surge as investors embrace perak mb inc jv news,1
sarawak oil palms 3q earnings double on higher palm product prices,0
Royal Bank of Scotland becomes Facebook customer,1
astro rises in early trade despite recording flat 2q earnings,1
berjaya land wins judicial review to proceed with construction of new selangor turf club,1
food empire posts increase in 3q earnings to us74 mil on lower expenses,1
Clydesdale and Yorkshire moves closer to independence,1
ctos campaign shows of malaysians need to improve credit standing,1
key alliance fixes placement shares price at sen to raise rm29m,1
We warmly welcome him to Satama states Jussi Lansio chairman of Board,1
Shire proposes bln allshare tieup with Baxalta,1
At end of review period Nordic Aluminium s order book stood at EUR mn compared to EUR in,1
EXCLUSIVEBP Chinas CNPC to unveil oil alliance sources,1
schroders says worst may passed for indonesia s markets,0
tough for foreign probes into 1mdb without malaysia s help says economist,0
freight management 4q net profit falls pays sen dividend,0
talentcorp malaysian s abroad look at job opportunities when considering returning,1
EuroChem Head of Corporate Finance Alexander Gavrilov said I am pleased that we once again confirmed that EuroChem able to attract longterm funds at attractive rates,1
MarketsUS industrials lag as Barclays dims view,0
genting 1q net profit down on absence of disposal gain,1
perisai slides as it seeks more time for debt repayment,0
acquisition part of Ramirent s strategy to strengthen its position in selected locations,1
myhsr and sghsr call off ongoing int l joint tender for assetsco on project deferment,1
uob signs mous in support of chinese companies expanding through belt road initiative,1
hsbc msian govt must cut expenditure to achieve deficit goal,0
Profit for period totalled EUR mn down from EUR mn in third quarter of,0
Finnish Outotec awarded contract to supply new zinc roaster with gas cleaning and sulphuric acid plant for OZK Kardzhali zinc smelter in Bulgaria,1
teo seng rises on back of rebound in egg prices,1
trump baffles sweden with crime comment says it based on tv report,0
seismic fiscal measures and sweeping governance place malaysia in riveting spot dbs,1
airbnb says committed to engage with local authorities to develop framework,1
SvyturysUtenos Alus which controlled by Nordic group Baltic Beverages Holding BBH posted 47percent growth in beer sales for JanuaryMay to million litres,1
CEOs of BPM UBI meet Italy econ minister as MA talk heats up,1
BP cuts capex for third time this year to deal with weak oil,0
remainder tpp countries agree to move ahead by suspending provisions,0
Rivals say Qualcomm fewer patents on 3G phones than on earlier versions and should lower its rates,0
there re sufficient facts for fgv to initiate disciplinary actions against ceo cfo others over alleged improprieties involving delima oil,0
amprop to pump mil more into jv with grosvenor group in spain,1
these asean postal companies get nomura s stamp of approval,1
Compared with FTSE index which rose points or on day this relative price change of,0
Whitbread buys stake in Pure food chain,1
why award ecrl job to china group without open tender asks dap s pua,0
In addition production personnel of Sport Division given temporary layoff warning,0
ADP News Nov Finnish AC drives manufacturer Vacon Oyj OMX VAC1V said today that it set up new representative offices in Romania and Ukraine to serve growing markets in eastern and southeastern Europe,1
teo ministry to call for fresh tender to replace 1bestarinet service,1
Whitbread to hike prices to offset substantial national living wage bill,0
At first contract envisaged construction of three ferryboats with option for two more units further confirmed at total value of mln euro mln,1
In reporting period EPS stood at EUR0 versus EUR0,0
fintech s potential to tap region s us256b remittance industry,1
United Utilities fullyear underlying operating profit falls percent,0
govt to complete review of toll operators by end works minister baru bian,1
ytl corp s takeover offer for ytl esolutions fair and reasonable adviser,1
FinnishSwedish Stora Enso does not understand decision issued by federal judge in Brazil concerning Stora Enso s associated pulp company Veracel,0
sale will lead to pretax capital gain of EUR million for Finnish company in,1
stores March Finnish stationery and gift retailer Tiimari HEL TII1V said yesterday that it will cut total of jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as result of closure of shops,0
abu dhabi s us125 bil mubadala fund to start work in may,1
Thanks to his wide contact network and good knowledge of market and business environment he will give great contribution to further development of our Indian operations tells Incap s President CEO Juhani Hanninen,1
here two biggest external risks to singapore for,0
1mdb probe shows pm najib spent us15m on luxury goods wsj,1
Finnish Scanfil systems supplier and contract manufacturer to communications sector and electronics industry reports its net sales totalled EUR mn in first half of down from EUR mn in first half of,0
strong investor appetite for yield keeps maybank positive on singapore reits,1
major breweries increased their domestic beer sales by per cent last year to million litres from million litres in,1
midf minimum wage increase in boon for domestic trade,1
7eleven s 4q net profit drops on higher new store expenses,0
sarawak oil palms 3q net profit up on improved ffb production,1
Acando AB ACANB SS fell percent to kronor lowest close since Dec,0
competition for drivers to intensify as comfordelgro gives dynamic pricing cold shoulder,0
whatsapp to clamp down on sinister messages in india it minister,1
